ORDERNUMBER,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,SALES,ORDERLINENUMBER,DEALSIZE
10372,S18_3259,25,84.71,2117.75,5,Small
10383,S18_3259,26,100.0,3340.48,12,Medium
10396,S18_3259,24,89.75,2154.0,4,Small
10414,S18_3259,48,100.0,5808.48,14,Medium
10108,S18_3278,26,68.35,1777.1,9,Small
10122,S18_3278,21,73.17,1536.57,13,Small
10135,S18_3278,45,78.0,3510.0,10,Medium
10147,S18_3278,36,86.04,3097.44,10,Medium
10159,S18_3278,21,81.21,1705.41,5,Small
10169,S18_3278,32,70.76,2264.32,5,Small
10181,S18_3278,30,82.82,2484.6,17,Small
10191,S18_3278,36,94.88,3415.68,6,Medium
10203,S18_3278,33,86.04,2839.32,11,Small
10211,S18_3278,35,78.0,2730.0,5,Small
10225,S18_3278,37,95.69,3540.53,12,Medium
10238,S18_3278,41,73.17,2999.97,6,Small
10252,S18_3278,20,76.39,1527.8,2,Small
10265,S18_3278,45,86.84,3907.8,2,Medium
10276,S18_3278,38,69.96,2658.48,6,Small
10287,S18_3278,43,70.76,3042.68,15,Medium
10300,S18_3278,49,78.8,3861.2,8,Medium
10310,S18_3278,27,80.41,2171.07,13,Small
10319,S18_3278,46,73.98,3403.08,1,Medium
10329,S18_3278,38,59.1,2245.8,10,Small
10342,S18_3278,25,66.74,1668.5,5,Small
10363,S18_3278,46,60.3,2773.8,10,Small
10378,S18_3278,22,100.0,2464.0,4,Small
10390,S18_3278,40,100.0,5491.6,9,Medium
10103,S18_3320,46,100.0,4791.82,16,Medium
10111,S18_3320,39,100.0,4178.85,4,Medium
10126,S18_3320,38,82.34,3128.92,16,Medium
10139,S18_3320,30,100.0,3095.4,5,Medium
10149,S18_3320,42,94.25,3958.5,2,Medium
10163,S18_3320,43,100.0,4991.44,6,Medium
10173,S18_3320,29,95.24,2761.96,4,Small
10182,S18_3320,33,86.31,2848.23,1,Small
10193,S18_3320,32,79.37,2539.84,5,Small
10206,S18_3320,28,87.3,2444.4,11,Small
10215,S18_3320,41,100.0,4555.92,8,Medium
10227,S18_3320,33,100.0,3666.96,1,Medium
10244,S18_3320,36,84.33,3035.88,5,Medium
10257,S18_3320,26,89.29,2321.54,5,Small
10280,S18_3320,34,100.0,3474.46,7,Medium
10290,S18_3320,26,96.23,2501.98,2,Small
10304,S18_3320,38,100.0,3958.46,11,Medium
10312,S18_3320,33,100.0,3535.95,8,Medium
10323,S18_3320,33,91.27,3011.91,2,Medium
10333,S18_3320,46,100.0,11336.7,2,Large
10347,S18_3320,26,100.0,2656.94,12,Small
10357,S18_3320,25,100.0,2604.25,3,Small
10369,S18_3320,45,73.08,3288.6,4,Medium
10382,S18_3320,50,100.0,8935.5,7,Large
10392,S18_3320,36,100.0,4035.96,1,Medium
10423,S18_3320,21,89.29,1875.09,5,Small
10108,S18_3482,29,100.0,4049.56,8,Medium
10122,S18_3482,21,100.0,2469.39,12,Small
10135,S18_3482,42,100.0,5432.7,9,Medium
10147,S18_3482,37,100.0,4405.22,9,Medium
10159,S18_3482,25,100.0,3638.0,4,Medium
10169,S18_3482,36,100.0,4444.92,4,Medium
10181,S18_3482,22,100.0,3395.48,16,Medium
10191,S18_3482,23,100.0,3414.58,5,Medium
10203,S18_3482,32,100.0,5127.04,10,Medium
10211,S18_3482,28,100.0,3745.28,4,Medium
10225,S18_3482,27,100.0,4564.08,11,Medium
10238,S18_3482,49,100.0,6554.24,5,Medium
10252,S18_3482,41,100.0,6749.83,1,Medium
10265,S18_3482,49,100.0,8427.02,1,Large
10276,S18_3482,30,100.0,3924.6,5,Medium
10287,S18_3482,40,100.0,6761.6,14,Medium
10300,S18_3482,23,100.0,3786.49,7,Medium
10310,S18_3482,49,100.0,6266.12,12,Medium
10320,S18_3482,25,100.0,3491.0,5,Medium
10330,S18_3482,37,100.0,4405.22,3,Medium
10342,S18_3482,55,100.0,6548.3,7,Medium
10355,S18_3482,23,100.0,3177.91,7,Medium
10363,S18_3482,24,100.0,4142.64,11,Medium
10378,S18_3482,43,96.49,4149.07,10,Medium
10390,S18_3482,50,100.0,7397.0,1,Large
10109,S18_3685,47,100.0,6241.6,2,Medium
10123,S18_3685,34,100.0,5331.88,4,Medium
10137,S18_3685,31,100.0,5124.3,4,Medium
10148,S18_3685,28,100.0,3639.44,11,Medium
10161,S18_3685,36,100.0,5544.0,10,Medium
10172,S18_3685,48,100.0,5493.12,8,Medium
10181,S18_3685,39,100.0,5785.26,4,Medium
10192,S18_3685,45,100.0,5340.6,9,Medium
10204,S18_3685,35,100.0,5735.8,15,Medium
10212,S18_3685,45,100.0,6357.6,8,Medium
10226,S18_3685,46,100.0,7343.9,6,Large
10240,S18_3685,37,100.0,5959.22,1,Medium
10253,S18_3685,31,100.0,4029.38,3,Medium
10266,S18_3685,33,100.0,5035.14,4,Medium
10278,S18_3685,31,100.0,4116.8,4,Medium
10287,S18_3685,27,100.0,4310.55,2,Medium
10301,S18_3685,39,100.0,6446.7,6,Medium
10311,S18_3685,32,100.0,3616.64,11,Medium
10321,S18_3685,28,100.0,4232.76,8,Medium
10331,S18_3685,26,67.91,1765.66,12,Small
10343,S18_3685,44,84.88,3734.72,2,Medium
10367,S18_3685,46,100.0,4808.38,6,Medium
10379,S18_3685,32,70.83,2266.56,4,Small
10406,S18_3685,65,100.0,10468.9,1,Large
10419,S18_3685,43,100.0,5589.14,3,Medium
10108,S18_3782,43,67.77,2914.11,12,Small
10122,S18_3782,35,49.74,1740.9,16,Small
10135,S18_3782,45,50.36,2266.2,13,Small
10146,S18_3782,47,67.14,3155.58,2,Medium
10159,S18_3782,21,64.66,1357.86,8,Small
10169,S18_3782,38,68.39,2598.82,8,Small
10180,S18_3782,21,50.36,1057.56,3,Small
10191,S18_3782,43,72.74,3127.82,9,Medium
10211,S18_3782,46,54.09,2488.14,8,Small
10224,S18_3782,38,58.44,2220.72,1,Small
10237,S18_3782,26,52.22,1357.72,1,Small
10252,S18_3782,31,52.84,1638.04,5,Small
10264,S18_3782,48,54.71,2626.08,3,Small
10276,S18_3782,33,50.36,1661.88,9,Small
10286,S18_3782,38,57.2,2173.6,1,Small
10299,S18_3782,39,55.95,2182.05,3,Small
10310,S18_3782,42,67.14,2819.88,16,Small
10319,S18_3782,44,59.06,2598.64,4,Small
10330,S18_3782,29,69.63,2019.27,2,Small
10342,S18_3782,26,55.95,1454.7,8,Small
10355,S18_3782,31,53.47,1657.57,1,Small
10363,S18_3782,32,89.12,2851.84,12,Small
10378,S18_3782,28,100.0,4609.64,9,Medium
10390,S18_3782,36,100.0,5079.96,2,Medium
10403,S18_3782,36,52.22,1879.92,1,Small
10106,S18_3856,41,100.0,4774.86,17,Medium
10119,S18_3856,27,99.52,2687.04,8,Small
10130,S18_3856,33,100.0,3423.75,1,Medium
10143,S18_3856,34,100.0,3455.76,12,Medium
10155,S18_3856,29,100.0,3622.97,10,Medium
10167,S18_3856,34,100.0,3599.58,6,Medium
10178,S18_3856,48,100.0,5386.56,9,Medium
10186,S18_3856,46,100.0,4918.78,6,Medium
10197,S18_3856,22,100.0,2538.8,3,Small
10209,S18_3856,20,100.0,2498.6,5,Small
10222,S18_3856,45,85.75,3858.75,9,Medium
10249,S18_3856,46,100.0,5600.5,5,Medium
10262,S18_3856,34,100.0,4103.46,14,Medium
10273,S18_3856,50,85.75,4287.5,1,Medium
10283,S18_3856,46,100.0,5795.54,3,Medium
10296,S18_3856,22,84.7,1863.4,12,Small
10307,S18_3856,48,86.81,4166.88,6,Medium
10316,S18_3856,47,86.81,4080.07,14,Medium
10328,S18_3856,34,100.0,3815.48,6,Medium
10338,S18_3856,45,100.0,5526.45,2,Medium
10351,S18_3856,20,100.0,3374.6,2,Medium
10373,S18_3856,50,60.49,3024.5,6,Medium
10386,S18_3856,22,57.55,1266.1,6,Small
10398,S18_3856,45,100.0,4811.85,17,Medium
10400,S18_3856,58,100.0,7307.42,6,Large
10415,S18_3856,51,100.0,6209.25,5,Medium
10104,S18_4027,38,100.0,5348.5,3,Medium
10117,S18_4027,22,100.0,2780.58,12,Small
10127,S18_4027,25,100.0,3447.0,5,Medium
10142,S18_4027,24,100.0,3791.52,15,Medium
10152,S18_4027,35,100.0,4524.1,1,Medium
10165,S18_4027,28,100.0,3337.6,6,Medium
10176,S18_4027,36,100.0,5532.12,5,Medium
10185,S18_4027,39,100.0,5096.91,16,Medium
10196,S18_4027,27,100.0,4537.08,8,Medium
10207,S18_4027,40,100.0,6146.8,1,Medium
10220,S18_4027,50,100.0,8258.0,5,Large
10230,S18_4027,42,100.0,7238.28,3,Large
10247,S18_4027,48,100.0,6756.0,5,Medium
10272,S18_4027,25,100.0,3734.0,5,Medium
10282,S18_4027,31,100.0,4674.8,8,Medium
10292,S18_4027,44,100.0,7140.76,2,Large
10306,S18_4027,23,100.0,3600.65,16,Medium
10314,S18_4027,29,100.0,4206.74,8,Medium
10324,S18_4027,49,100.0,5379.71,13,Medium
10337,S18_4027,36,100.0,5679.36,3,Medium
10349,S18_4027,34,100.0,4394.84,5,Medium
10358,S18_4027,25,100.0,2528.25,13,Small
10372,S18_4027,48,100.0,7031.52,6,Large
10383,S18_4027,38,100.0,5340.9,1,Medium
10394,S18_4027,37,100.0,6376.58,1,Medium
10413,S18_4027,49,100.0,6896.75,5,Medium
10100,S18_4409,22,86.51,1903.22,4,Small
10110,S18_4409,28,89.27,2499.56,8,Small
10124,S18_4409,36,85.59,3081.24,7,Medium
10148,S18_4409,34,100.0,3598.22,1,Medium
10162,S18_4409,39,100.0,3912.09,10,Medium
10173,S18_4409,21,75.46,1584.66,14,Small
10182,S18_4409,36,100.0,3942.72,11,Medium
10193,S18_4409,24,97.55,2341.2,15,Small
10204,S18_4409,29,85.59,2482.11,5,Small
10213,S18_4409,38,94.79,3602.02,1,Medium
10227,S18_4409,34,100.0,3566.94,11,Medium
10241,S18_4409,42,90.19,3787.98,3,Medium
10280,S18_4409,35,100.0,3704.05,17,Medium
10288,S18_4409,35,80.99,2834.65,6,Small
10302,S18_4409,38,89.27,3392.26,2,Medium
10311,S18_4409,41,81.91,3358.31,1,Medium
10332,S18_4409,50,100.0,7310.0,2,Large
10344,S18_4409,21,100.0,2203.11,4,Small
10367,S18_4409,43,62.72,2696.96,8,Small
10380,S18_4409,32,100.0,3376.64,1,Medium
10407,S18_4409,6,90.19,541.14,3,Small
10420,S18_4409,66,92.95,6134.7,6,Medium
10105,S18_4522,41,82.5,3382.5,10,Medium
10117,S18_4522,23,97.42,2240.66,4,Small
10128,S18_4522,43,92.16,3962.88,1,Medium
10142,S18_4522,24,70.22,1685.28,7,Small
10153,S18_4522,22,83.38,1834.36,6,Small
10166,S18_4522,26,73.73,1916.98,1,Small
10177,S18_4522,35,74.6,2611.0,8,Small
10185,S18_4522,47,77.24,3630.28,8,Medium
10197,S18_4522,50,100.0,5090.5,14,Medium
10208,S18_4522,45,87.77,3949.65,8,Medium
10221,S18_4522,39,89.53,3491.67,2,Medium
10232,S18_4522,23,89.53,2059.19,5,Small
10248,S18_4522,42,75.48,3170.16,11,Medium
10261,S18_4522,20,89.53,1790.6,9,Small
10273,S18_4522,33,71.09,2345.97,12,Small
10283,S18_4522,34,100.0,3580.88,14,Medium
10293,S18_4522,49,100.0,4946.06,3,Medium
10306,S18_4522,39,90.4,3525.6,8,Medium
10315,S18_4522,36,100.0,3602.16,7,Medium
10326,S18_4522,50,86.01,4300.5,5,Medium
10337,S18_4522,29,100.0,4498.19,2,Medium
10350,S18_4522,30,100.0,3023.1,3,Medium
10372,S18_4522,41,86.89,3562.49,7,Medium
10383,S18_4522,28,58.58,1640.24,7,Small
10396,S18_4522,45,100.0,4739.4,5,Medium
10414,S18_4522,16,75.48,1207.68,11,Small
10103,S18_4600,36,100.0,4228.2,5,Medium
10114,S18_4600,41,100.0,4815.45,9,Medium
10126,S18_4600,50,100.0,7083.0,5,Large
10140,S18_4600,40,100.0,4601.2,5,Medium
10150,S18_4600,49,100.0,6467.02,2,Medium
10164,S18_4600,45,100.0,5012.55,3,Medium
10175,S18_4600,47,100.0,5121.59,10,Medium
10183,S18_4600,21,100.0,2441.04,2,Small
10194,S18_4600,32,100.0,4262.08,5,Medium
10207,S18_4600,47,100.0,6658.02,16,Medium
10217,S18_4600,38,100.0,4509.08,5,Medium
10229,S18_4600,41,100.0,4716.23,10,Medium
10245,S18_4600,21,100.0,2390.22,3,Small
10259,S18_4600,41,100.0,4666.62,13,Medium
10270,S18_4600,38,100.0,5383.08,3,Medium
10281,S18_4600,25,99.29,2482.25,10,Small
10291,S18_4600,48,100.0,5288.64,5,Medium
10305,S18_4600,22,99.29,2184.38,14,Small
10313,S18_4600,28,100.0,2881.76,8,Small
10323,S18_4600,47,100.0,6203.06,1,Medium
10334,S18_4600,49,100.0,6763.47,4,Medium
10347,S18_4600,45,100.0,5884.65,4,Medium
10357,S18_4600,28,100.0,3559.64,2,Medium
10370,S18_4600,29,57.53,1668.37,6,Small
10382,S18_4600,39,100.0,4890.6,1,Medium
10411,S18_4600,46,100.0,5235.72,3,Medium
10425,S18_4600,38,100.0,4325.16,13,Medium
10103,S18_4668,41,47.29,1938.89,9,Small
10113,S18_4668,50,49.81,2490.5,3,Small
10126,S18_4668,43,53.83,2314.69,9,Small
10140,S18_4668,29,43.27,1254.83,9,Small
10150,S18_4668,30,42.76,1282.8,6,Small
10164,S18_4668,25,53.83,1345.75,7,Small
10174,S18_4668,49,44.78,2194.22,2,Small
10183,S18_4668,40,49.3,1972.0,6,Small
10194,S18_4668,41,44.78,1835.98,9,Small
10206,S18_4668,21,53.33,1119.93,4,Small
10215,S18_4668,46,45.28,2082.88,1,Small
10229,S18_4668,39,40.25,1569.75,14,Small
10245,S18_4668,45,59.87,2694.15,7,Small
10258,S18_4668,21,59.87,1257.27,4,Small
10270,S18_4668,44,58.36,2567.84,7,Small
10281,S18_4668,44,59.87,2634.28,14,Small
10291,S18_4668,29,51.82,1502.78,9,Small
10304,S18_4668,34,49.3,1676.2,4,Small
10312,S18_4668,39,56.85,2217.15,1,Small
10324,S18_4668,38,100.0,6832.02,6,Medium
10333,S18_4668,24,79.86,1916.64,8,Small
10348,S18_4668,29,100.0,7110.8,6,Large
10358,S18_4668,30,100.0,5302.8,8,Medium
10370,S18_4668,20,100.0,2730.0,2,Small
10382,S18_4668,39,100.0,7827.3,2,Large
10411,S18_4668,35,59.87,2095.45,7,Small
10424,S18_4668,26,59.87,1556.62,4,Small
10108,S18_4721,44,100.0,5565.12,11,Medium
10122,S18_4721,28,100.0,3583.16,15,Medium
10135,S18_4721,31,100.0,4705.18,12,Medium
10146,S18_4721,29,100.0,4444.54,1,Medium
10159,S18_4721,32,100.0,4618.88,7,Medium
10169,S18_4721,33,100.0,4910.4,7,Medium
10180,S18_4721,44,100.0,5565.12,2,Medium
10191,S18_4721,32,100.0,4237.76,8,Medium
10211,S18_4721,41,100.0,5673.58,7,Medium
10225,S18_4721,35,100.0,5260.15,14,Medium
10238,S18_4721,44,100.0,6350.96,8,Medium
10252,S18_4721,26,100.0,3559.4,4,Medium
10264,S18_4721,20,100.0,2410.6,2,Small
10276,S18_4721,48,100.0,5713.92,8,Medium
10287,S18_4721,34,100.0,4300.32,17,Medium
10299,S18_4721,49,100.0,7947.31,2,Large
10310,S18_4721,40,100.0,5356.8,15,Medium
10319,S18_4721,45,100.0,7901.1,3,Large
10330,S18_4721,50,100.0,6101.0,4,Medium
10342,S18_4721,38,100.0,6276.46,11,Medium
10355,S18_4721,25,100.0,4203.5,2,Medium
10363,S18_4721,28,58.18,1629.04,13,Small
10378,S18_4721,49,67.14,3289.86,8,Medium
10390,S18_4721,49,100.0,6862.94,3,Medium
10110,S18_4933,42,61.29,2574.18,9,Small
10124,S18_4933,23,57.73,1327.79,8,Small
10148,S18_4933,29,81.25,2356.25,2,Small
10161,S18_4933,25,80.54,2013.5,1,Small
10173,S18_4933,39,71.98,2807.22,15,Small
10182,S18_4933,44,69.84,3072.96,12,Medium
10193,S18_4933,25,76.26,1906.5,16,Small
10204,S18_4933,45,76.26,3431.7,6,Medium
10213,S18_4933,25,83.39,2084.75,2,Small
10227,S18_4933,37,57.73,2136.01,12,Small
10241,S18_4933,30,66.99,2009.7,4,Small
10267,S18_4933,36,75.55,2719.8,1,Small
10279,S18_4933,26,60.58,1575.08,1,Small
10288,S18_4933,23,73.41,1688.43,7,Small
10302,S18_4933,23,72.7,1672.1,3,Small
10311,S18_4933,25,66.99,1674.75,2,Small
10332,S18_4933,21,100.0,3472.98,3,Medium
10344,S18_4933,26,63.43,1649.18,5,Small
10367,S18_4933,44,85.25,3751.0,9,Medium
10380,S18_4933,24,100.0,4536.0,2,Medium
10407,S18_4933,66,66.99,4421.34,4,Medium
10420,S18_4933,36,57.73,2078.28,7,Small
10110,S24_1046,36,85.25,3069.0,13,Medium
10124,S24_1046,22,77.9,1713.8,12,Small
10148,S24_1046,25,60.26,1506.5,6,Small
10161,S24_1046,37,72.76,2692.12,5,Small
10172,S24_1046,32,75.69,2422.08,3,Small
10182,S24_1046,47,74.22,3488.34,16,Medium
10192,S24_1046,37,69.82,2583.34,4,Small
10204,S24_1046,20,62.47,1249.4,10,Small
10212,S24_1046,41,82.31,3374.71,3,Medium
10226,S24_1046,21,60.26,1265.46,1,Small
10241,S24_1046,22,76.43,1681.46,8,Small
10267,S24_1046,40,80.1,3204.0,5,Medium
10279,S24_1046,32,74.96,2398.72,5,Small
10288,S24_1046,36,66.14,2381.04,11,Small
10301,S24_1046,27,72.02,1944.54,1,Small
10311,S24_1046,26,87.45,2273.7,6,Small
10321,S24_1046,30,70.55,2116.5,3,Small
10332,S24_1046,23,56.84,1307.32,4,Small
10344,S24_1046,29,59.53,1726.37,7,Small
10367,S24_1046,21,60.37,1267.77,10,Small
10380,S24_1046,34,100.0,3441.82,3,Medium
10407,S24_1046,26,76.43,1987.18,8,Small
10420,S24_1046,60,64.67,3880.2,11,Medium
10104,S24_1444,35,55.49,1942.15,6,Small
10115,S24_1444,47,69.36,3259.92,2,Medium
10127,S24_1444,20,60.69,1213.8,8,Small
10141,S24_1444,20,54.33,1086.6,2,Small
10152,S24_1444,25,65.31,1632.75,4,Small
10165,S24_1444,25,69.36,1734.0,9,Small
10176,S24_1444,27,68.78,1857.06,8,Small
10184,S24_1444,31,60.11,1863.41,3,Small
10195,S24_1444,44,66.47,2924.68,3,Small
10207,S24_1444,49,46.82,2294.18,4,Small
10220,S24_1444,26,56.07,1457.82,8,Small
10230,S24_1444,36,54.33,1955.88,6,Small
10246,S24_1444,44,52.6,2314.4,2,Small
10259,S24_1444,28,46.82,1310.96,1,Small
10271,S24_1444,45,64.74,2913.3,2,Small
10282,S24_1444,29,46.82,1357.78,11,Small
10292,S24_1444,40,53.75,2150.0,5,Small
10305,S24_1444,45,61.85,2783.25,2,Small
10314,S24_1444,44,53.18,2339.92,11,Small
10324,S24_1444,25,69.16,1729.0,14,Small
10336,S24_1444,45,100.0,5972.4,4,Medium
10349,S24_1444,48,47.4,2275.2,4,Small
10358,S24_1444,44,60.76,2673.44,14,Small
10371,S24_1444,25,97.27,2431.75,12,Small
10383,S24_1444,22,91.76,2018.72,2,Small
10394,S24_1444,31,50.29,1558.99,2,Small
10412,S24_1444,21,52.6,1104.6,2,Small
10425,S24_1444,55,46.82,2575.1,1,Small
10107,S24_1578,25,100.0,2845.75,3,Small
10120,S24_1578,35,98.05,3431.75,1,Medium
10134,S24_1578,35,93.54,3273.9,3,Medium
10145,S24_1578,43,95.8,4119.4,7,Medium
10159,S24_1578,44,100.0,5355.68,15,Medium
10168,S24_1578,50,100.0,5747.5,2,Medium
10180,S24_1578,48,100.0,5355.36,10,Medium
10188,S24_1578,25,100.0,2535.75,2,Small
10201,S24_1578,39,100.0,4351.23,3,Medium
10211,S24_1578,25,90.16,2254.0,15,Small
10223,S24_1578,32,91.29,2921.28,2,Small
10237,S24_1578,20,100.0,2299.0,8,Small
10251,S24_1578,26,100.0,2637.18,3,Small
10263,S24_1578,42,100.0,4307.52,3,Medium
10275,S24_1578,21,100.0,2153.76,2,Small
10285,S24_1578,34,100.0,3716.88,7,Medium
10299,S24_1578,47,100.0,5455.76,10,Medium
10309,S24_1578,21,100.0,2650.62,6,Small
10318,S24_1578,48,100.0,6437.28,2,Medium
10329,S24_1578,30,87.78,2633.4,7,Small
10339,S24_1578,27,84.39,2278.53,10,Small
10362,S24_1578,50,96.92,4846.0,2,Medium
10374,S24_1578,38,100.0,4197.1,6,Medium
10389,S24_1578,45,100.0,4597.65,1,Medium
10403,S24_1578,46,100.0,5287.7,8,Medium
10417,S24_1578,35,100.0,3550.05,3,Medium
10110,S24_1628,29,59.37,1721.73,15,Small
10123,S24_1628,50,59.87,2993.5,1,Small
10137,S24_1628,26,49.81,1295.06,1,Small
10148,S24_1628,47,56.85,2671.95,8,Small
10161,S24_1628,23,53.33,1226.59,7,Small
10172,S24_1628,34,42.76,1453.84,5,Small
10181,S24_1628,34,53.83,1830.22,1,Small
10192,S24_1628,47,53.83,2530.01,6,Small
10204,S24_1628,45,49.81,2241.45,12,Small
10212,S24_1628,45,53.33,2399.85,5,Small
10226,S24_1628,36,43.27,1557.72,3,Small
10241,S24_1628,21,40.25,845.25,10,Small
10266,S24_1628,28,48.3,1352.4,1,Small
10278,S24_1628,35,45.28,1584.8,1,Small
10288,S24_1628,50,52.32,2616.0,13,Small
10301,S24_1628,22,51.32,1129.04,3,Small
10311,S24_1628,45,49.3,2218.5,8,Small
10321,S24_1628,48,42.26,2028.48,5,Small
10332,S24_1628,20,87.96,1759.2,5,Small
10343,S24_1628,27,36.21,977.67,6,Small
10367,S24_1628,38,38.5,1463.0,11,Small
10379,S24_1628,32,100.0,3970.56,3,Medium
10407,S24_1628,64,40.25,2576.0,10,Small
10420,S24_1628,37,60.37,2233.69,13,Small
10106,S24_1785,28,88.63,2481.64,4,Small
10120,S24_1785,39,100.0,4651.53,10,Medium
10133,S24_1785,41,94.1,3858.1,5,Medium
10145,S24_1785,40,87.54,3501.6,16,Medium
10168,S24_1785,49,100.0,6433.7,11,Medium
10210,S24_1785,27,98.48,2658.96,9,Small
10223,S24_1785,34,100.0,3608.76,11,Medium
10235,S24_1785,23,96.29,2214.67,5,Small
10250,S24_1785,31,88.63,2747.53,6,Small
10262,S24_1785,34,97.38,3310.92,1,Medium
10275,S24_1785,25,95.2,2380.0,11,Small
10284,S24_1785,22,100.0,2310.88,3,Small
10297,S24_1785,32,100.0,4061.76,6,Medium
10308,S24_1785,31,100.0,3493.7,9,Medium
10316,S24_1785,25,100.0,2872.25,1,Small
10328,S24_1785,47,87.54,4114.38,14,Medium
10339,S24_1785,21,50.65,1063.65,7,Small
10353,S24_1785,28,71.73,2008.44,2,Small
10374,S24_1785,46,94.1,4328.6,3,Medium
10386,S24_1785,33,41.71,1376.43,11,Small
10398,S24_1785,43,100.0,5552.16,16,Medium
10401,S24_1785,38,96.29,3659.02,5,Medium
10416,S24_1785,47,88.63,4165.61,6,Medium
10101,S24_1937,45,31.2,1404.0,3,Small
10110,S24_1937,20,35.51,710.2,3,Small
10124,S24_1937,45,37.84,1702.8,2,Small
10149,S24_1937,36,33.19,1194.84,7,Small
10162,S24_1937,37,27.22,1007.14,5,Small
10173,S24_1937,31,31.53,977.43,9,Small
10182,S24_1937,39,36.84,1436.76,6,Small
10193,S24_1937,26,29.21,759.46,10,Small
10205,S24_1937,32,37.17,1189.44,5,Small
10214,S24_1937,20,34.19,683.8,3,Small
10227,S24_1937,42,29.21,1226.82,6,Small
10243,S24_1937,33,29.54,974.82,1,Small
10280,S24_1937,20,28.88,577.6,12,Small
10288,S24_1937,29,38.17,1106.93,1,Small
10304,S24_1937,23,30.2,694.6,16,Small
10312,S24_1937,39,29.54,1152.06,13,Small
10322,S24_1937,20,100.0,2624.0,3,Small
10332,S24_1937,45,81.91,3685.95,6,Medium
10344,S24_1937,20,35.18,703.6,6,Small
10356,S24_1937,48,100.0,9720.0,5,Large
10367,S24_1937,23,36.29,834.67,13,Small
10380,S24_1937,32,70.56,2257.92,4,Small
10391,S24_1937,33,100.0,8344.71,8,Large
10409,S24_1937,61,29.54,1801.94,1,Small
10420,S24_1937,45,26.88,1209.6,1,Small
10107,S24_2000,38,83.03,3155.14,7,Medium
10120,S24_2000,34,83.79,2848.86,5,Small
10134,S24_2000,43,83.03,3570.29,7,Medium
10145,S24_2000,47,83.03,3902.41,11,Medium
10158,S24_2000,22,67.03,1474.66,1,Small
10168,S24_2000,29,75.41,2186.89,6,Small
10180,S24_2000,28,68.55,1919.4,14,Small
10188,S24_2000,40,91.4,3656.0,6,Medium
10201,S24_2000,25,73.88,1847.0,7,Small
10210,S24_2000,30,61.7,1851.0,4,Small
10223,S24_2000,38,69.31,2633.78,6,Small
10236,S24_2000,36,87.6,3153.6,3,Medium
10250,S24_2000,32,87.6,2803.2,1,Small
10263,S24_2000,37,62.46,2311.02,7,Small
10275,S24_2000,30,79.98,2399.4,6,Small
10285,S24_2000,39,70.08,2733.12,11,Small
10297,S24_2000,32,65.51,2096.32,1,Small
10308,S24_2000,47,63.22,2971.34,4,Small
10318,S24_2000,26,86.83,2257.58,6,Small
10329,S24_2000,37,94.43,3493.91,4,Medium
10340,S24_2000,55,79.98,4398.9,8,Medium
10363,S24_2000,21,100.0,3595.62,8,Medium
10375,S24_2000,23,100.0,2443.29,9,Small
10389,S24_2000,49,81.4,3988.6,2,Medium
10402,S24_2000,59,87.6,5168.4,3,Medium
10416,S24_2000,32,87.6,2803.2,1,Small
10105,S24_2011,43,100.0,6341.21,9,Medium
10117,S24_2011,41,100.0,5189.78,3,Medium
10129,S24_2011,45,100.0,6027.75,9,Medium
10142,S24_2011,33,100.0,3366.0,6,Medium
10153,S24_2011,40,100.0,5456.4,5,Medium
10167,S24_2011,33,100.0,3812.16,16,Medium
10177,S24_2011,50,100.0,6083.0,7,Medium
10185,S24_2011,30,100.0,3170.7,7,Medium
10197,S24_2011,41,100.0,4534.6,13,Medium
10208,S24_2011,35,100.0,4301.15,7,Medium
10221,S24_2011,49,100.0,6804.63,1,Medium
10232,S24_2011,46,100.0,5652.94,4,Medium
10248,S24_2011,48,100.0,6960.48,10,Medium
10261,S24_2011,36,100.0,4512.6,8,Medium
10273,S24_2011,22,100.0,2784.76,11,Small
10283,S24_2011,42,100.0,5316.36,13,Medium
10293,S24_2011,21,100.0,2941.89,2,Small
10306,S24_2011,29,100.0,3207.4,7,Medium
10315,S24_2011,35,100.0,4215.05,6,Medium
10326,S24_2011,41,100.0,4333.29,4,Medium
10337,S24_2011,29,71.97,2087.13,4,Small
10350,S24_2011,34,50.33,1711.22,7,Small
10372,S24_2011,37,100.0,3910.53,8,Medium
10384,S24_2011,28,80.54,2255.12,3,Small
10396,S24_2011,49,100.0,5720.75,6,Medium
10414,S24_2011,23,100.0,3335.23,10,Medium
10101,S24_2022,46,53.76,2472.96,2,Small
10110,S24_2022,39,44.35,1729.65,2,Small
10124,S24_2022,22,45.25,995.5,1,Small
10149,S24_2022,49,49.28,2414.72,6,Small
10162,S24_2022,43,36.29,1560.47,4,Small
10173,S24_2022,27,41.22,1112.94,8,Small
10182,S24_2022,31,36.74,1138.94,5,Small
10193,S24_2022,20,50.62,1012.4,9,Small
10205,S24_2022,24,38.08,913.92,4,Small
10214,S24_2022,49,47.94,2349.06,2,Small
10227,S24_2022,24,48.38,1161.12,5,Small
10244,S24_2022,39,45.25,1764.75,9,Small
10255,S24_2022,37,45.7,1690.9,2,Small
10280,S24_2022,45,47.49,2137.05,11,Small
10289,S24_2022,45,48.38,2177.1,4,Small
10304,S24_2022,44,39.42,1734.48,15,Small
10312,S24_2022,23,37.63,865.49,12,Small
